,roundup,bulletin_url,bulletin_mps
195,"House prices rising fastest in rural and coastal areas during the pandemic
Rising house prices and private rents mean that some workers are at risk of being priced out of living in rural and coastal areas, contributing to skill shortages in the tourism and hospitality industries that their local economies rely on. 
Despite falling from a record high in June, the average UK house price (£256,000) increased by 8.0% in July 2021 compared with the previous year. 
House prices were rising at three times the national rate in some rural and coastal areas in July, such as Conwy (25.0%), North Devon (22.5%) and Richmondshire (21.4%), continuing a trend seen during the coronavirus (COVID-19) pandemic. 
Meanwhile, the seven areas that recorded house price falls in July were all London boroughs. 
Low transaction numbers can lead to volatility in house price estimates in some local authorities and London boroughs. These statistics should be used with this caveat in mind. 
Meanwhile, the RICS UK Residential Market Survey (PDF, 4.8MB) suggests that the supply of lettings is struggling to keep pace with tenant demand. 
It could be that some landlords are trying to capitalise on domestic tourism through holiday lets, meaning fewer long-term lets for prospective tenants. 
This is a particular issue for those looking to rent in tourist hotspots, where rates of second home ownership are much higher than average. Research suggests that many second homes have become holiday lets during the pandemic.
 - Read our article about coronavirus and house price growth
",https://www.ons.gov.uk/economy/inflationandpriceindices/articles/housepricesintouristhotspotsincreasinglyoutofreachforyoungandlowpaid/2021-09-28,"Rising house prices and private rents mean that some workers are at risk of being priced out of living in rural and coastal areas, contributing to skill shortages in the tourism and hospitality industries that their local economies rely on. 
28 September 2021
Young and low paid workers in tourist hotspots are increasingly facing the prospect of being unable to afford to live there. 
Despite falling from a record high in June, the average UK house price (£256,000) increased by 8.0% in July 2021 compared with the previous year. 
House prices were rising at three times the national rate in some rural and coastal areas in July, such as Conwy in North Wales (25.0%), North Devon (22.5%) and Richmondshire in the Yorkshire Dales (21.4%), continuing a trend seen during the coronavirus (COVID-19) pandemic. 
Meanwhile, the seven areas that recorded house price falls in July were all London boroughs. 
House prices are increasing partly because of temporary changes to taxes paid on property purchases (including Stamp Duty in England and Northern Ireland), but they also reflect a shift in consumer preferences with growth being driven by rural and coastal areas. 
Prospective home buyers are seeking more space, with prices for detached houses (9.0% growth in July) consistently rising faster than terraced houses (7.7%) or flats (6.1%). 
As a result, people living in rural and coastal areas – particularly the young and those on lower incomes – are at risk of being priced out of the housing market. 
This could be contributing to hospitality businesses being unable to fill vacancies, with the industry being predominant in tourist areas and containing a high proportion of young and low paid workers. 
Data for top 10 and bottom 10 local authorities for annual house price growth in July 2021 (XLSX, 18KB)
The divergence in house price growth between London and elsewhere can be seen in tourist hotspots (the local authorities with the highest number of travel and tourism businesses per resident population). 
Eden, Powys, and Derbyshire Dales have all posted price rises of 10% or more in every month of 2021 so far (January to July). 
While also considered tourist hotspots, City of London, City of Westminster and Camden are the only areas to have seen prices decline for those seven consecutive months. 
There is some evidence of people house-hunting in rural areas, rather than in cities, because of a change in their circumstances during the pandemic, such as being able to work remotely. 
In September 2020, the Opinions and Lifestyle Survey (OPN) found that 3 in 10 (29%) working adults in Great Britain had intended to continue working from home after the pandemic all or most of the time. Among those people, 12% said they had considered relocating, mostly to rural or coastal areas. 
However, while there has been a general pattern of people moving from urban to rural places in recent years, we do not have any data at this stage that suggest a stronger trend during the pandemic. 
Data for annual percentage change in house prices by local authority in January to July 2021 (XLSX, 38KB)
UK private rents increased by 1.3% in the 12 months to August, rising to 2.0% excluding London. 
The fastest rates of growth were in the East Midlands (2.7%) and the South West (2.6%), while London was the only region to record a decrease (-0.4%). 
The RICS UK Residential Market Survey (PDF, 4.8MB) suggests that an imbalance between tenant demand and the supply of lettings could be contributing to the increase in rental prices. 
In the three months to August 2021, RICS reported that tenant demand was accelerating while landlord instructions remained in decline. 
The fall in supply of lettings was most widespread in the Midlands, the East of England and the South West. 
It could be that some landlords are trying to capitalise on domestic tourism through holiday lets, leaving fewer long-term lets for prospective tenants. 
This is a particular issue for those looking to rent in tourist hotspots, where rates of second home ownership are much higher than average. Research suggests that many second homes have become holiday lets during the pandemic. 
Data for second home ownership by local authority in England and Wales (XLSX, 26 KB)
Those who work in tourist hotspots earn less on average than people who live there. 
For example, as of April 2020, Cotswold residents earned 28.7% more than people who were employed in the area. There were similar differences between the earnings of residents and workers in other tourist areas such as Derbyshire Dales (27.5%) and Allerdale (24.5%). 
This is comparable with areas of Outer London such as Bexley (29.0%) and Harrow (27.3%) that are subject to the “commuter effect”, where people who earn high incomes in the city centre live on the outskirts. 
In tourist hotspots, workers earn less than residents because of the types of jobs in those areas, with hospitality being the largest employer. 
The median hospitality salary for a full-time employee was £22,779 per year in April 2020, which was 28% lower than the national average of £31,461. 
Hospitality workers were also the most likely to be furloughed during the pandemic. On average, between 23 March 2020 and 31 July 2021, more than half of employees in hospitality were furloughed. 
As a result, tourist hotspots were among the areas with the highest average furlough rates during the pandemic. 
South Lakeland and Eden in the Lake District recorded the highest monthly furlough rates of anywhere in the country, at 40% and 39% respectively in June 2020. 
Data for furlough rates in tourist hotspots (XLSX, 27KB)
While house prices have been rising during the pandemic, many people have seen their income fall because of furlough, reduced hours or losing their job. 
The poorest fifth of workers were more likely than the richest fifth to see a drop in income in the 12 months to March 2021 (42% compared with 31%), according to recent analysis. 
Data from the Opinions and Lifestyle Survey (OPN) show that young people (aged under 30) have been more likely to report reduced income than those aged over 60, but less likely to do so than 30- to 59-year-olds. 
However, young people remain worse off than other age groups in terms of their overall financial situation. A third (34%) of under 30s responding to the Survey on Living Conditions (SLC) had at least some difficulty making ends meet in the year to March 2021, the highest percentage of any age group. 
This has implications for the industries that tourism economies rely on, such as hospitality which is reporting record levels of job vacancies. 
Nearly a third of hospitality businesses were finding vacancies difficult to fill in late August 2021 (30%), amid reports of workers being priced out of buying or renting near their job. 
We do not yet know the full impact of coronavirus on housing affordability. The most recent data cover April 2020, towards the beginning of the pandemic and before the subsequent rise in house prices. 
The next housing affordability release (with data up to April 2021) is due to be published in spring 2022. 
There is further analysis of house price trends before and during the pandemic planned for October 2021.
In this article, we define tourist hotspots as the local authorities with the highest number of travel and tourism businesses per resident population. 
Using a list of travel and tourism industries, we found the average number of travel and tourism businesses (local units) in each local authority in the years 2017, 2018 and 2019, from the Inter-Departmental Business Register (IDBR). 
We then divided the resident population of each local authority by the number of travel and tourism businesses to identify tourist hotspots. 
The local authorities with the most travel and tourism businesses per resident population are as follows:
Statistical bulletin| Released on 13 April 2022
Monthly house price inflation in the UK, calculated using data from HM Land Registry, Registers of Scotland, and Land and Property Services Northern Ireland.
Statistical bulletin| Released on 13 April 2022
An experimental price index tracking the prices paid for renting property from private landlords in the UK. Includes measures of owner occupiers’ housing costs.
Statistical bulletin| Released on 26 October 2021
Measures of employee earnings, using data from the Annual Survey for Hours and Earnings (ASHE).
All content is available under the Open Government Licence v3.0, except where otherwise stated
"
196,"People in big households more likely to test positive for COVID-19 
People who live in a household of three or more occupants were more likely to test positive for coronavirus (COVID-19) than those in single occupancy households. 
Those in younger age groups were more likely to test positive than those in older age groups, according to analysis of results from the Coronavirus Infection Survey for the fortnight ending 11 September 2021. 
Those living in more deprived areas were more likely to test positive for COVID-19 than those in less-deprived areas 
People who had received one or two doses of a coronavirus (COVID-19) vaccine were less likely to test positive than those who were not vaccinated. 
People who never wore a face covering in enclosed spaces had an increased likelihood of testing positive. 
Socially distanced contact with 11 or more people aged 18 to 69 years outside the home also increased the odds of catching COVID-19. 
Results of the analysis are presented as odds ratios. When a characteristic has an odds ratio of one, this means there is neither an increase nor a decrease in the likelihood of testing positive compared with a reference category. An odds ratio of higher than one means there is an increased likelihood of testing positive, compared with the reference category and an odds ratio of lower than one means there is a reduced likelihood. 
In the second wave, case rates were higher in households from lower socio-economic backgrounds than in more affluent ones. In the third wave, there was little difference between socio-economic groups other than for people who had never worked or were long-term unemployed, who had the lowest rates.
Overall, case rates were lower among disabled people than non-disabled people.
 - Read the Coronavirus (COVID-19) Infection Survey technical article: analysis of populations in the UK by risk of testing positive for COVID-19 
",https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/articles/coronaviruscovid19infectionsurveytechnicalarticle/analysisofpopulationsintheukbyriskoftestingpositiveforcovid19september2021,"People who had received one or two doses of a coronavirus vaccine were less likely to test positive for coronavirus (COVID-19) in the fortnight ending 11 September 2021.
People living in a household of three or more occupants were more likely to test positive for COVID-19 in the fortnight ending 11 September 2021.
Those in younger age groups were more likely to test positive for COVID-19 in the fortnight ending 11 September 2021.
People who never wore a face covering in enclosed spaces were more likely to test positive for COVID-19 in the fortnight ending 11 September 2021.
Those who reported socially distanced contact with 11 or more people aged 18 to 69 years outside their household were more likely to test positive for COVID-19, in the fortnight ending 11 September 2021.
"
197,"Infections decrease in England but remain high across UK 
Overall coronavirus (COVID-19) infections decreased in England for the first time in several weeks, but have increased among children aged 2 years to school Year 11. 
The trend for the latest week, ending 18 September 2021, was uncertain for those aged 50 to 69 years but positivity rates decreased in all other age groups. 
Overall, rates still remain high across the UK.
In Wales and Northern Ireland, the trend for overall COVID-19 infections in the latest week was uncertain while in Scotland, the positivity rate appeared level. 
The estimated percentage of the community population (those not in hospitals, care homes or other institutional settings) that had COVID-19 in the latest week was: 
 - 1.14% in England (1 in 90 people), compared with 1.28% in England (1 in 80 people) the week before
 - 1.67% in Wales (1 in 60 people), compared with 1.62% in Wales (1 in 60 people) the week before 
 - 1.65% in Northern Ireland (1 in 60 people), compared with 1.36% in Northern Ireland (1 in 75 people) the week before 
 - 2.28% in Scotland (1 in 45 people), compared with 2.29% in Scotland (1 in 45 people) the week before 
In England, the percentage of people testing positive continued to fluctuate across regions in the week ending 18 September 2021. 
The positivity rate continued to increase in the North West and decreased in Yorkshire and The Humber, London and the South East. Trends were uncertain in all other English regions. 
",https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/bulletins/coronaviruscovid19infectionsurveypilot/24september2021,"In England, the percentage of people testing positive for coronavirus (COVID-19) decreased in the week ending 18 September 2021; we estimate that 620,100 people within the community population in England had COVID-19 (95% credible interval: 577,100 to 663,900), equating to around 1 in 90 people.
In Wales, the percentage of people testing positive increased in the most recent two weeks, but the trend is uncertain in the week ending 18 September 2021; we estimate that 50,700 people in Wales had COVID-19 (95% credible interval: 39,900 to 62,700), equating to around 1 in 60 people.
In Northern Ireland, the trend in the percentage of people testing positive is uncertain in the week ending 18 September 2021; we estimate that 30,300 people in Northern Ireland had COVID-19 (95% credible interval: 22,800 to 39,200), equating to around 1 in 60 people.
In Scotland, the percentage of people testing positive appeared level in the week ending 18 September 2021; we estimate that 120,200 people in Scotland had COVID-19, (95% credible interval: 101,000 to 141,500) equating to around 1 in 45 people.
"
198,"More people travelling to work
Almost two in three (65%) working adults in Great Britain reported travelling to work in the past seven days.
This is an increase of 8 percentage points compared with the period between 25 August and 5 September 2021 (57%).
This figure counts those who exclusively travelled to work as well as those who were both working from home and commuting.
The percentage of adults reporting always or often maintaining social distancing (45%) remained stable, having previously decreased as restrictions eased. This figure is now around half of what it was in mid-February (91%, 10 to 14 February 2021).
Around one in six (18%) adults reported that essential food items had not been available to buy at some point during the past two weeks. A quarter (25%) said they had not been able to purchase other non-essential food items, while 4% reported not being able to buy medicine or fuel. Around 6 in 10 (61%) reported everything they needed had been available to buy.
",https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/healthandwellbeing/bulletins/coronavirusandthesocialimpactsongreatbritain/24september2021,"Throughout the period of 8 to 19 September 2021, based on adults in Great Britain:
A high proportion of adults felt that measures to slow the spread of coronavirus (COVID-19) were either very important or important; including wearing a face covering (86% in this period, 87% in the previous period between 25 August and 5 September 2021) and socially distancing from others not in their household (86% in this period, 87% in the previous period).
A high proportion of adults reported they wore a face covering when outside their home (88% in this period, 89% in the previous period) although a smaller proportion reported they always or often maintained social distancing when meeting with people outside their household (45% in this period, 46% in the previous period). 
When friends and family had come into their home, the most common actions adults reported taking to help reduce the spread of COVID-19 were opening windows or doors (37%), washing hands regularly (35%), maintaining social distancing (19%) and cleaning touch points (14%); 4 in 10 adults (40%) reported friends and family had not come into their homes in the past seven days.
The proportion of adults that reported self-isolating in the last seven days remained stable (3% in both this period and the previous period).
The main reasons adults self-isolated in the last seven days were because of testing positive for COVID-19 (26%), being worried about catching COVID-19 (25%), or being in contact with someone who have tested positive for COVID-19 (20%).
Personal well-being measures of life satisfaction (7.0 in this period, 7.1 in the previous period), feeling that the things done in life are worthwhile (7.3 in both this period and in the previous period), happiness (7.1 in both this period and the previous period) and anxiety (4.0 in this period, 3.9 in the previous period) remained stable.
Among working adults, 65% reported travelling to work (either exclusively or in combination with working from home) in the past seven days, which is an increase of 8 percentage points compared with the previous period (57%); 29% of working adults reported working from home in the past seven days (either exclusively or in combination with travelling to work) which is a slight decrease of 3 percentage points compared with the previous period (32%).
"
199,"Online job adverts at 133% of February 2020 level
The total volume of online job adverts grew by 3% in the week to 17 September 2021, bringing the level to 133% of that in February 2020.
According to data from Adzuna, the rise in online job adverts was the highest weekly rise since 30 July 2021. Of 28 categories, 23 saw a weekly increase, which was the highest number of categories to see growth in the same week since 2 July 2021. 
Further category breakdowns are included in the online job advert estimates dataset. Details on the methodology are contained in using Adzuna data to derive an indicator of weekly vacancies. Week-on-week changes in online job advert volumes are outlined as percentages.
The category with the largest increase in online job adverts was “transport, logistics and warehouse”, which grew by 8% compared with the previous week. Since 12 March 2021, this category has had the highest volume of job adverts relative to its February 2020 pre-pandemic average level and is at 352% of this level in the latest week.
In EUROCONTROL data, the seven-day average number of UK daily flights was 3,593 in the week ending 19 September 2021. This is 54% of the level seen in the same week of 2019.
",https://www.ons.gov.uk/economy/economicoutputandproductivity/output/bulletins/economicactivityandsocialchangeintheukrealtimeindicators/23september2021,"On 17 September 2021, the total volume of online job adverts grew by 3% from the previous week and was at 133% of its February 2020 average level (Adzuna). Section 3.
The seven-day average number of UK daily flights was 3,593 in the week ending 19 September 2021, which is 54% of the level seen in the equivalent week of 2019 (EUROCONTROL). Section 4.
There were 10,770 compulsory dissolution first gazettes (a notice issued by Companies House indicating their intention to remove a company from the register) in the week to 14 September 2021 (Companies House). Section 5.
In the week to 16 September 2021, the aggregate CHAPS-based indicator of credit and debit card purchases decreased by 2 percentage points from the previous week, to 93% of its February 2020 average (Bank of England CHAPS data). Section 6.
In the week to 20 September 2021, the seven-day average estimate of UK seated diners was broadly unchanged from the previous week to 123% of the level in the equivalent week of 2019 (OpenTable). Section 7.
The proportion of businesses currently trading has remained broadly stable since June 2021 and reached 90% in early September 2021, while the proportion of currently trading businesses whose turnover has not been affected compared to normal expectations has continued to steadily increase, to a high of 53% in late August 2021 (Business Insights and Conditions Survey (BICS). Section 8.
In the week to 18 September 2021, overall retail footfall in the UK remained unchanged from the previous week and was at 80% of the level seen in the equivalent week of 2019 (Springboard). Section 9.
88% of adults who left their home reported wearing a face covering in the latest week; this was broadly similar to the previous survey (Opinions and Lifestyle Survey, 8 to 19 September 2021). Section 10.
There was an average of 280 daily ship visits in the week to 19 September 2021, an 11% decrease from 316 in the previous week; the average number of daily cargo ship visits fell by 2% (exactEarth). Section 11.
The volume of motor vehicle traffic on Monday 20 September 2021 was broadly unchanged from the previous week at 101% of the level seen on the Monday of the first week in February 2020 (Department for Transport). Section 12.
"
200,"Pandemic deprivation learning gap in England’s schools 
School children in England who were eligible for free school meals learned less during the coronavirus (COVID-19) lockdowns than those in more prosperous areas. 
The Office for National Statistics’ (ONS) analysis of data from Teacher Tapp showed that teachers at schools with the highest free school meal (FSM) eligibility rates (quartile 4) covered less material with remote learners relative to in-school learners throughout the COVID-19 period. 
Free school meals can be used as an indicator of deprivation because they are available to children whose parents receive some benefits or are on low incomes. 
Teachers at schools with the lowest FSM eligibility rates (quartile 1) said the material they had covered with remote learners was closer to what they were able to cover with in-school learners. 
A survey conducted by the  National Foundation for Educational Research found that pupils in the most deprived schools were twice as likely than those at the least deprived schools to have little or no access to Information Technology (IT).  
Teachers in the most deprived schools also reported only being in regular contact with an average of 50% of their pupils, compared with 67% of pupils in the least deprived schools.  
 - Read more on remote schooling through the coronavirus pandemic, England: April 2020 to June 2021 
",https://www.ons.gov.uk/peoplepopulationandcommunity/educationandchildcare/articles/remoteschoolingthroughthecoronaviruscovid19pandemicengland/april2020tojune2021,"Remote learning was, at best, a partial substitute for in-class teaching during the coronavirus (COVID-19) pandemic, as pupils covered substantially less material when working from home than their peers in the classroom, according to teacher assessments.
The difference between the materials covered by remote and in-class pupils was larger for primary schools than for secondary schools; primary school pupils learning remotely covered a much smaller fraction of the learning materials than their in-class peers.
The proportion of instruction dependent on parents was much higher for primary schools than for secondary schools, and much higher for pupils in Key Stage 1 (aged 5 to 7 years) than pupils in Key Stage 2 (aged 7 to 11 years).
The difference between remote and in-class learning was particularly acute at schools with a higher proportion of pupils eligible for free school meals; remote learners at these schools covered a smaller fraction of in-class learning materials than remote learners at schools with a lower proportion of pupils eligible for free school meals
Teachers at schools with lower proportions of pupils eligible for free school meals also reported pupils’ learning being less dependent on parental instruction than teachers at schools with a higher proportion of pupils eligible for free school meals.
Remote learning has been less effective for the teaching of some subjects than for others; teachers reported a larger reduction in materials covered by remote learners relative to in-school learners for arts, including design and technology than for other subjects.
Data show little evidence of large differences in materials covered or dependence on parental instruction in different English regions.
"
201,"Household emissions fell by 10% in 2020 
Household greenhouse gas emissions from heating, travel and other activities fell from 148 million tonnes of carbon dioxide (CO2) equivalent in 2019 to 133 million tonnes in 2020, while total UK emissions fell 13%. 
CO2 equivalent is a measure of the combined global-warming potential of various greenhouse gases, including methane and nitrous oxide as well as carbon dioxide. 
The 10% drop in household emissions is the second greatest annual reduction since the series began in 1990. Only 2011 saw a greater reduction when household emissions fell by 12%, possibly caused by 2011 being one of the warmest years on record. 
The fall in 2020 was largely driven by personal travel emissions, which dropped by 24% compared with 2019. Household emissions not related to travel increased slightly, by 1.5%, with more people staying at home and using energy for heating. 
 - Read the article on household emissions during the coronavirus pandemic
",https://www.ons.gov.uk/economy/environmentalaccounts/articles/covid19restrictionscuthouseholdemissions/2021-09-21,"With more people staying at home last year, household greenhouse gas emissions dropped by 10%. Could the shift to home working see lower emissions in the longer term?
21 September 2021
A sharp reduction in personal travel, including commuting to work, drove household greenhouse gas emissions down by 15 million tonnes of carbon dioxide (CO2) equivalent in 2020. This drop is equivalent to about 3% of total emissions in 2019. 
CO2 equivalent is a measure of the combined global-warming potential of various greenhouse gases, including methane and nitrous oxide as well as carbon dioxide. 
With many people working remotely, being on furlough, or losing their job in 2020, more people were staying at home using energy for heating. However, these additional emissions were more than offset by the drop in travel emissions. 
With reduced industrial emissions, households have been the single biggest emitter of greenhouse gases in the UK since 2015. Both the energy and manufacturing sectors have reduced emissions significantly over the last decade, while household emissions have remained relatively high. This has increased interest in reducing household emissions to help cut overall emissions to “net zero” by 2050. 
Net zero would mean that total UK emissions would be equal to or less than those removed from the environment, achieved by a combination of reduction and removal of emissions. 
While a move to greater long-term homeworking may see transport emissions fall, other activities could push emissions back up and even reverse the effect. 
Most people (85%) who worked from home during the pandemic expect to use a “hybrid” approach of both home and office work in the future, according to the Opinions and Lifestyle Survey. Another 4% expect to work only from home. 
If you have started travelling in to work less often, you can explore how this might affect your carbon footprint with our interactive tool.
Total household emissions - including personal transport, and heating and other activities – fell from 148 million tonnes of CO2 equivalent in 2019 to 133 million tonnes in 2020, as total UK emissions fell from 552 million tonnes of CO2 equivalent to 481 million tonnes. 
The 10% drop in household emissions is the second greatest annual reduction since the Office for National Statistics (ONS) first aggregated them in 1990. Only 2011 saw a greater reduction when household emissions fell 12%, possibly caused by 2011 being one of the warmest years on record. 
Last year’s drop of 15 million tonnes in household emissions is roughly the same as the CO2 produced by one and a quarter years of coal use at the UK’s pre-pandemic rate of consumption.
Household emissions come primarily from heating the home and personal transport, such as commuting and recreational travel. Between 2019 and 2020, household emissions not relating to travel, which are mostly heating emissions, increased 1.5% from 80 million tonnes CO2, equivalent to 81 million tonnes. 
But the same period saw household transport emissions (not including industrial transport) drop 24%, from 68 million tonnes CO2 equivalent to 52 million tonnes. This is by far the greatest drop seen in such emissions since the series began in 1990. 
The 16 million tonne fall in transport emissions means just under one quarter (23%) of the total drop in UK emissions in 2020 was because of changes in personal travel.
Particulate matter air pollution also fell significantly and it may be the improvement in air quality that many people noticed during the lockdowns. 
PM2.5, which is made up of particles less than 2.5 micrometres in diameter, pose a serious risk to human health. Research suggests that PM2.5 may lead to a loss of six months of life expectancy from birth for UK residents. 
PM2.5 levels were down 7% across the UK, from 114 thousand tonnes in 2019 to 107 thousand tonnes in 2020. There were also drops in other air pollutants, such as PM10 (down 8%), carbon monoxide and benzene (both down 6%).
Recently released ONS data on household spending seems to reinforce the notion that the drop in transport emissions was driven partly by the increase in home working. 
As we might expect, households spent less on travel and more on housing, fuel and power. This shift was more pronounced among the highest income households – the members of which are more likely to work in jobs that can be done from home. 
Households in the lowest 20% income group went from spending a weekly average of £34.90 on transport in 2019 to £27.10 in 2020, a 22% drop. In the same period, the highest-earning 20% went from spending £141.80 per week on transport to £94.50, a 33% drop. 
For the lowest income households, spending on housing, fuel and power went down slightly from £70.20 to £69.10 per week, while the highest income households increased spending from a weekly average of £98.40 in 2019 to £104.00 in 2020. 
The shift in spending on housing, fuel and power may be because higher income households were more likely to work from home but may also be because higher income households are more likely to live in larger properties that can cost more to heat.
The increase in home working represents only one of many dynamics that will determine the overall environmental impact of COVID-19. 
These data suggest that households and the broader economy have made substantial changes during 2020. Some may have also felt an increased dependence on the natural world, with over 40% of respondents to a Natural England survey saying green spaces had become more important to their wellbeing since the beginning of the pandemic.
But many of the changes that have been made - and are still being made - are hard to quantify from an emissions perspective. Greenhouse gases produced to heat homes and for personal travel remain a considerable proportion of UK emissions, and it will be interesting to see how trends develop in the provisional figures for 2021 this time next year and to undertake further analysis to help inform policy and the public in this area.
Statistical bulletin| Released on 21 September 2021
Measuring the contribution of the environment to the economy, the impact of economic activity on the environment, and society's response to environmental issues.
Article| Released on 26 April 2021
More than a year on from the first national lockdown in spring 2020, we look at how people's perception of nature changed during the pandemic and whether this is likely to continue as restrictions ease. 
All content is available under the Open Government Licence v3.0, except where otherwise stated
"
202,"COVID-19 case rates highest in deprived and urban areas
Coronavirus (COVID-19) case rates in England were highest among people living in the most deprived areas and in urban areas throughout the pandemic.
Analysis examined socio-demographic characteristics of people testing positive for coronavirus (COVID-19) from 1 September 2020 to 25 July 2021.
This period covers the second wave of infections in the UK (1 September 2020 to 22 May 2021) and the start of the third wave (23 May 2021 to 25 July 2021). Testing was not widely available in the first wave of the pandemic to produce any comparable data. Case rates are per 100,000 people, measured by week.
By ethnic group, case rates were highest among Pakistani and Bangladeshi groups during the second wave, whereas in the first part of the third wave, the White British group had the highest case rate. This is after accounting for the age structure of different ethnic groups.
In the second wave, case rates were higher in households from lower socio-economic backgrounds than in more affluent ones. In the third wave, there was little difference between socio-economic groups other than for people who had never worked or were long-term unemployed, who had the lowest rates.
Overall, case rates were lower among disabled people than non-disabled people.
 - Read more about this in Coronavirus (COVID-19) case rates by socio-demographic characteristics, England: 1 September 2020 to 25 July 2021 
",https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/bulletins/coronaviruscovid19caseratesbysociodemographiccharacteristicsengland/1september2020to25july2021,"Age-standardised coronavirus (COVID-19) case rates were highest among the Pakistani and Bangladeshi ethnic groups during the second wave (1 September 2020 to 22 May 2021), whereas in the first part of the third wave (23 May 2021 to 25 July 2021) the White British ethnic group had the highest case rate.
Case rates were higher among people born outside of the UK in the second wave, whereas in the third wave case rates were higher among people born in the UK.
Case rates also differed by religious affiliation, with people identifying as Muslim or Sikh having the highest rates in the second wave, whereas the Christian group had the highest rates in the third wave.
Throughout the pandemic, COVID-19 case rates were highest among people living in the most deprived areas and in urban areas.
In the second wave, case rates were higher in households from lower socio-economic backgrounds than in more affluent ones; in the third wave there was little difference between socio-economic groups other than that those who had never worked or were long-term unemployed had the lowest rates.
Overall, case rates were lower among disabled people than non-disabled people.
Further work is needed to understand better the inequalities in case rates
"
203,"UK COVID-19 deaths rise to highest since March
The number of deaths from all causes in the UK in the week ending 3 September 2021 was 10,307, 8.7% above the average for the corresponding week in 2015 to 2019. 
Deaths were above the five-year average in England, Scotland, Wales and Northern Ireland. 
Of these, 781 deaths were registered involving coronavirus (COVID-19), accounting for around 1 in 13 deaths (7.6%). As a percentage of deaths from all causes, deaths from COVID-19 were the highest since the week ending 19 March 2021. 
The number of death registrations in the latest week were affected by the Summer Bank Holiday. Comparisons with the previous week and the five-year average should be treated with caution. 
UK total deaths include non-residents.
Using the most up-to-date data, the total number of deaths involving COVID-19 in England and Wales is 145,066 (registrations up to 3 September 2021). Between 13 March 2020 and 3 September 2021, there have been 111,151 excess deaths above the five-year average. 
Our data are based on deaths registered in England and Wales and include all deaths where “novel coronavirus (COVID-19)” was mentioned on the death certificate. Weekly figures are available by local authority and health board.
",https://www.ons.gov.uk/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths/bulletins/deathsregisteredweeklyinenglandandwalesprovisional/3september2021,"The number of deaths registered in England and Wales was affected by the Summer Bank Holiday, with 8,797 deaths registered in the week ending 3 September 2021 (Week 35); this was 1,471 fewer deaths than the previous week (Week 34) and 6.7% above the five-year average (556 more deaths).
The number of deaths registered in England in the week ending 3 September 2021 (Week 35) was 8,234; this was 1,396 fewer deaths than the previous week (Week 34) and 7.3% above the five-year average (560 more deaths).
The number of deaths registered in Wales in the week ending 3 September 2021 (Week 35) was 542; this was 74 fewer deaths than the previous week (Week 34) and 0.6% above the five-year average (3 more deaths).
Of the deaths registered in Week 35 in England and Wales, 659 mentioned “novel coronavirus (COVID-19)”, accounting for 7.5% of all deaths; this was a decrease compared with Week 34 (668 deaths).
The number of deaths involving COVID-19 in England decreased to 632 in Week 35 compared with 649 in Week 34; for Wales, deaths involving COVID-19 increased to 25 in Week 35 compared with 16 in Week 34.
The number of deaths registered in the UK in the week ending 3 September 2021 was 10,307, which was 828 more than the five-year average; of deaths registered in the UK in Week 35, 781 involved COVID-19, that is, 12 more than in Week 34.
"
204,"Mortality rate lowest among double vaccinated
Weekly age-standardised mortality rates (ASMRs) for deaths involving coronavirus (COVID-19) are lower for those who have received two vaccine doses than those who have received one dose or are unvaccinated.
ASMRs account for differences in population size and age of the vaccination status groups over time.
In people who received their second dose at least 21 days before their date of death, 0.8% of all deaths involved COVID-19. Over one-third (37.4%) of all deaths in unvaccinated people involved COVID-19.
A death involving COVID-19 occurring in someone who has received both vaccine doses, and had a first positive PCR test at least 14 days after the second vaccination dose, is known as a “breakthrough death”. In total, there were 256 breakthrough deaths between 2 January and 2 July 2021.
 - Read the article on deaths involving COVID-19 by vaccination status 
",https://www.ons.gov.uk/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths/articles/deathsinvolvingcovid19byvaccinationstatusengland/deathsoccurringbetween2januaryand2july2021,"In England, between 2 January and 2 July 2021, there were 51,281 deaths involving coronavirus (COVID-19); 640 occurred in people who were fully vaccinated, which includes people who had been infected before they were vaccinated.
The risk of death involving COVID-19 was consistently lower for people who had received two vaccinations compared to one or no vaccination, as shown by the weekly age-standardised mortality rates (ASMRs) for deaths involving COVID-19.
""Breakthrough cases"" are where infection has occurred in someone who is fully vaccinated, whereas we define a ""breakthrough death"" as a death involving COVID-19 that occurred in someone who had received both vaccine doses and had a first positive PCR test at least 14 days after the second vaccination dose; in total, there were 256 breakthrough deaths between 2 January and 2 July 2021.
61.1% of breakthrough deaths occurred in males, compared to 52.2% and 48.5% for other COVID-19 deaths and for non-COVID-19 deaths respectively; the median age of breakthrough deaths was 84, compared to 82 for other COVID-19 deaths and for non-COVID-19 deaths.
13.1% of breakthrough deaths occurred in people who were identified as likely to be immunocompromised from hospital episodes or causes of death, compared to 5.4% for other COVID-19 deaths.
"
