,page,section,date,roundup,bulletin_url,bulletin_mps
80,https://web.archive.org/web/20210918112458/https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/articles/coronaviruscovid19/latestinsights,4.0,['16 September 2021'],"['Over 20,000 company dissolution first gazettes in week to 7 September', 'There were 20,503 compulsory dissolution first gazettes in the week to 7 September 2021.', 'This new weekly indicator in collaboration with Companies House shows the number of company compulsory dissolution first gazettes issued in the UK.', 'Compulsory dissolution first gazette statistics help show a fuller picture of business in the UK by providing an indicator of potential company closure in addition to voluntary dissolution applications which can be found in the accompanying dataset.', 'Companies House paused the issuing of compulsory dissolution first gazettes between 16 March and 10 October 2020, and between 21 January and 8 March 2021. This means that the cumulative total since the start of the year is now 343,787. This cumulative annual figure is 30% and 26% higher than the pre-pandemic years of 2018 and 2019, respectively.']","[{'text': 'Read the latest bulletin on economic activity and social change in the UK', 'link': 'https://www.ons.gov.uk/releases/economicactivityandsocialchangeintheukrealtimeindicators16september2021'}]",placeholder
81,https://web.archive.org/web/20210920083732/https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/articles/coronaviruscovid19/latestinsights,1.0,['20 September 2021'],"['COVID-19 case rates highest in deprived and urban areas', 'Coronavirus (COVID-19) case rates in England were highest among people living in the most deprived areas and in urban areas throughout the pandemic.', 'Analysis examined socio-demographic characteristics of people testing positive for coronavirus (COVID-19) from 1 September 2020 to 25 July 2021.', 'This period covers the second wave of infections in the UK (1 September 2020 to 22 May 2021) and the start of the third wave (23 May 2021 to 25 July 2021). Testing was not widely available in the first wave of the pandemic to produce any comparable data. Case rates are per 100,000 people, measured by week.', 'By ethnic group, case rates were highest among Pakistani and Bangladeshi groups during the second wave, whereas in the first part of the third wave, the White British group had the highest case rate. This is after accounting for the age structure of different ethnic groups.', 'In the second wave, case rates were higher in households from lower socio-economic backgrounds than in more affluent ones. In the third wave, there was little difference between socio-economic groups other than for people who had never worked or were long-term unemployed, who had the lowest rates.', 'Overall, case rates were lower among disabled people than non-disabled people.']","[{'text': 'Read more about this in Coronavirus (COVID-19) case rates by socio-demographic characteristics, England: 1 September 2020 to 25 July 2021', 'link': 'https://www.ons.gov.uk/releases/covid19infectionratesbysociodemographiccharacteristicsengland1september2020to25july2021'}]",placeholder
82,https://web.archive.org/web/20210924114247/https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/articles/coronaviruscovid19/latestinsights,1.0,['24 September 2021'],"['Infections decrease in England but remain high across UK', 'Overall coronavirus (COVID-19) infections decreased in England for the first time in several weeks, but have increased among children aged 2 years to school Year 11.', 'The trend for the latest week, ending 18 September 2021, was uncertain for those aged 50 to 69 years but positivity rates decreased in all other age groups.', 'Overall, rates still remain high across the UK.', 'In Wales and Northern Ireland, the trend for overall COVID-19 infections in the latest week was uncertain while in Scotland, the positivity rate appeared level.', 'The estimated percentage of the community population (those not in hospitals, care homes or other institutional settings) that had COVID-19 in the latest week was:', ' - 1.14% in England (1 in 90 people), compared with 1.28% in England (1 in 80 people) the week before', ' - 1.67% in Wales (1 in 60 people), compared with 1.62% in Wales (1 in 60 people) the week before', ' - 1.65% in Northern Ireland (1 in 60 people), compared with 1.36% in Northern Ireland (1 in 75 people) the week before', ' - 2.28% in Scotland (1 in 45 people), compared with 2.29% in Scotland (1 in 45 people) the week before', 'In England, the percentage of people testing positive continued to fluctuate across regions in the week ending 18 September 2021.', 'The positivity rate continued to increase in the North West and decreased in Yorkshire and The Humber, London and the South East. Trends were uncertain in all other English regions.']","[{'text': 'Read the latest Coronavirus (COVID-19) Infection Survey bulletin', 'link': 'https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/bulletins/coronaviruscovid19infectionsurveypilot/latest'}]",placeholder
83,https://web.archive.org/web/20210924114247/https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/articles/coronaviruscovid19/latestinsights,2.0,['24 September 2021'],"['More people travelling to work', 'Almost two in three (65%) working adults in Great Britain reported travelling to work in the past seven days.', 'This is an increase of 8 percentage points compared with the period between 25 August and 5 September 2021 (57%).', 'This figure counts those who exclusively travelled to work as well as those who were both working from home and commuting.', 'The percentage of adults reporting always or often maintaining social distancing (45%) remained stable, having previously decreased as restrictions eased. This figure is now around half of what it was in mid-February (91%, 10 to 14 February 2021).', 'Around one in six (18%) adults reported that essential food items had not been available to buy at some point during the past two weeks. A quarter (25%) said they had not been able to purchase other non-essential food items, while 4% reported not being able to buy medicine or fuel. Around 6 in 10 (61%) reported everything they needed had been available to buy.']","[{'text': 'Read the latest bulletin on coronavirus and the social impacts on Great Britain', 'link': 'https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/healthandwellbeing/bulletins/coronavirusandthesocialimpactsongreatbritain/latest'}]",placeholder
84,https://web.archive.org/web/20210924114247/https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/articles/coronaviruscovid19/latestinsights,3.0,['23 September 2021'],"['Online job adverts at 133% of February 2020 level', 'The total volume of online job adverts grew by 3% in the week to 17 September 2021, bringing the level to 133% of that in February 2020.', 'According to data from Adzuna, the rise in online job adverts was the highest weekly rise since 30 July 2021. Of 28 categories, 23 saw a weekly increase, which was the highest number of categories to see growth in the same week since 2 July 2021.', 'Further category breakdowns are included in the online job advert estimates dataset. Details on the methodology are contained in using\u202fAdzuna data to derive an indicator of weekly vacancies. Week-on-week changes in online job advert volumes are outlined as percentages.', 'The category with the largest increase in online job adverts was “transport, logistics and warehouse”, which grew by 8% compared with the previous week. Since 12 March 2021, this category has had the highest volume of job adverts relative to its February 2020 pre-pandemic average level and is at 352% of this level in the latest week.', 'In EUROCONTROL data, the seven-day average number of UK daily flights was 3,593 in the week ending 19 September 2021. This is 54% of the level seen in the same week of 2019.']","[{'text': 'Read the latest bulletin on economic activity and social change in the UK', 'link': 'https://www.ons.gov.uk/releases/economicactivityandsocialchangeintheukrealtimeindicators23september2021'}]",placeholder
85,https://web.archive.org/web/20210924114247/https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/articles/coronaviruscovid19/latestinsights,4.0,['22 September 2021'],"['Pandemic deprivation learning gap in England’s schools', 'School children in England who were eligible for free school meals learned less during the coronavirus (COVID-19) lockdowns than those in more prosperous areas.', 'The Office for National Statistics’ (ONS) analysis of data from Teacher Tapp showed that teachers\u202fat schools with the highest free school meal (FSM) eligibility rates (quartile 4) covered less\u202fmaterial\u202fwith remote learners\u202frelative to\u202fin-school\u202flearners\u202fthroughout\u202fthe\u202fCOVID-19 period.', 'Free school meals can be used as an indicator of deprivation because they are available to children whose parents receive some benefits or are on low incomes.', 'Teachers at schools with the lowest FSM eligibility rates\u202f(quartile 1) said\u202fthe material they had\u202fcovered\u202fwith remote learners was\u202fcloser to\u202fwhat they were able to cover with in-school learners.', 'A survey\u202fconducted\u202fby the\u202f National Foundation for Educational Research\u202ffound that pupils in the most deprived schools were twice as likely than those at the least deprived schools to have little or no access to Information Technology (IT).', 'Teachers in the most deprived schools also reported only being in regular contact with an average of 50% of their pupils, compared\u202fwith\u202f67% of\u202fpupils in the least\u202fdeprived schools.']","[{'text': 'Read more on remote schooling through the coronavirus pandemic, England: April 2020 to June 2021', 'link': 'https://www.ons.gov.uk/releases/remoteschoolingthroughthecoronaviruscovid19pandemicenglandapril2020tojune2021'}]",placeholder
86,https://web.archive.org/web/20210924114247/https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/articles/coronaviruscovid19/latestinsights,5.0,['22 September 2021'],"['Cough, fatigue and headache still most common COVID-19 symptoms reported in the UK', 'In August 2021, the most commonly reported COVID-19 symptoms were cough, headache and fatigue.', 'These symptoms have been the most common over the period studied between 1 December 2020 and 31 August 2021, and remained the most common over the summer, during which the majority of cases in the UK have been compatible with the Delta variant.', 'Among people in the UK with a strong positive COVID-19 test result (not in hospitals, care homes or other institutional settings), 58% reported symptoms. ""Classic"" symptoms including fever and shortness of breath were more commonly reported than gastrointestinal symptoms (e.g. abdominal pain, diarrhoea, nausea and vomiting), or loss of taste and smell only. Symptoms were self-reported and not professionally diagnosed.']","[{'text': 'Read the latest estimates of ongoing symptoms among people with coronavirus (COVID-19) in the UK.', 'link': 'https://www.ons.gov.uk/releases/updatedestimatesofongoingsymptomsamongpeoplewithcoronaviruscovid19intheuk26april2020to1august2021'}]",placeholder
87,https://web.archive.org/web/20210924114247/https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/articles/coronaviruscovid19/latestinsights,6.0,['21 September 2021'],"['UK COVID-19 deaths rise to highest since March', 'The number of deaths from all causes in the UK in the week ending 10 September 2021 was 12,503, 19.7% above the average for the corresponding week in 2015 to 2019.', 'Deaths were above the five-year average in England, Scotland, Wales and Northern Ireland.', 'Of these, 994 deaths were registered involving coronavirus (COVID-19), accounting for around 1 in 12 deaths (8.0%). The number of deaths from COVID-19 was the highest since the week ending 19 March 2021.', 'Comparisons with the previous week should be treated with caution, because the number of death registrations were affected by the Summer Bank Holiday.', 'UK total deaths include non-residents.', 'Using the most up-to-date data, the total number of deaths involving COVID-19 in England and Wales is 145,958 (registrations up to 10 September 2021). Between 13 March 2020 and 10 September 2021, there have been 113,002 excess deaths above the five-year average.', 'Our data are based on deaths registered in England and Wales and include all deaths where “novel coronavirus (COVID-19)” was mentioned on the death certificate. Weekly figures are available by\u202flocal authority and health board.']","[{'text': 'Read the latest bulletin on deaths registered in England and Wales', 'link': 'https://www.ons.gov.uk/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths/bulletins/deathsregisteredweeklyinenglandandwalesprovisional/latest'}]",placeholder
88,https://web.archive.org/web/20210924114247/https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/articles/coronaviruscovid19/latestinsights,7.0,['21 September 2021'],"['COVID-19 mortality rate rises for second consecutive month', 'Coronavirus (COVID-19) was the third leading cause of death in England in August, accounting for 5.3% of all deaths registered.', 'Taking into account the population size and age structure, the age-standardised mortality rate (ASMR) for deaths due to COVID-19 in England (45.7 deaths per 100,000 people) rose significantly for the second consecutive month.', 'Based on provisional data, 40,460 deaths were registered in England in August 2021 – 3,650 (9.9%) more than the five-year average (2015 to 2019).', 'The ASMR for deaths due to COVID-19 in Wales was 24.5 deaths per 100,000 people, significantly higher than in July 2021. COVID-19 was the seventh leading cause of death in Wales during August.', 'In Wales, the provisional number of deaths registered in August 2021 was 2,614 – 119 (4.8%) higher than the five-year average.']","[{'text': 'Read the latest monthly mortality analysis, England and Wales: August 2021', 'link': 'https://www.ons.gov.uk/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths/bulletins/monthlymortalityanalysisenglandandwales/latest'}]",placeholder
89,https://web.archive.org/web/20210924114247/https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/articles/coronaviruscovid19/latestinsights,8.0,['21 September 2021'],"['Household emissions fell by 10% in 2020', 'Household greenhouse gas emissions from heating, travel and other activities fell from 148 million tonnes of carbon dioxide (CO2) equivalent in 2019 to 133 million tonnes in 2020, while total UK emissions fell 13%.', 'CO2 equivalent is a measure of the combined global-warming potential of various greenhouse gases, including methane and nitrous oxide as well as carbon dioxide.', 'The 10% drop in household emissions is the second greatest annual reduction since the series began in 1990. Only 2011 saw a greater reduction when household emissions fell by 12%, possibly caused by 2011 being one of the warmest years on record.', 'The fall in 2020 was largely driven by personal travel emissions, which dropped by 24% compared with 2019. Household emissions not related to travel increased slightly, by 1.5%, with more people staying at home and using energy for heating.']","[{'text': 'Read the article on household emissions during the coronavirus pandemic', 'link': 'https://www.ons.gov.uk/economy/environmentalaccounts/articles/covid19restrictionscuthouseholdemissions/2021-09-21'}]",placeholder
90,https://web.archive.org/web/20210929181956/https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/articles/coronaviruscovid19/latestinsights,1.0,['28 September 2021'],"['UK COVID-19 deaths continue to rise', 'The number of deaths from all causes in the UK in the week ending 17 September 2021 was 12,640, 19.3% above the average for the corresponding week in 2015 to 2019.', 'Deaths were above the five-year average in England, Scotland, Wales and Northern Ireland.', 'Of these, 1,049 deaths were registered involving coronavirus (COVID-19), accounting for around 1 in 12 deaths (8.3%). The number of deaths from COVID-19 was the highest since the week ending 12 March 2021.', 'Northern Ireland had the highest proportion of deaths involving COVID-19 at 16.8% (63 deaths), followed by Scotland at 10.7% (135 deaths), Wales at 9.9% (66 deaths) and England at 7.6% (783 deaths).', 'UK total deaths include non-residents.', 'Using the most up-to-date data, the total number of deaths involving COVID-19 in England and Wales is 146,832 (registrations up to 17 September 2021). Between 13 March 2020 and 17 September 2021, there have been 114,701 excess deaths above the five-year average.', 'Our data are based on deaths registered in England and Wales and include all deaths where “novel coronavirus (COVID-19)” was mentioned on the death certificate. Weekly figures are available by\u202flocal authority and health board.']","[{'text': 'Read the latest bulletin on deaths registered in England and Wales', 'link': 'https://www.ons.gov.uk/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths/bulletins/deathsregisteredweeklyinenglandandwalesprovisional/latest'}]",placeholder
91,https://web.archive.org/web/20210929181956/https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/articles/coronaviruscovid19/latestinsights,2.0,['28 September 2021'],"['Children less likely than adults to report ongoing COVID-19 symptoms', 'Just over one-in-three school staff members (35.7%) and just over one-in-ten (12.3%) secondary school pupils, surveyed in England, who said they had a confirmed coronavirus (COVID-19) infection reported experiencing ongoing symptoms for more than four weeks.', 'A similar proportion of those with a suspected COVID-19 infection, 34.2% of staff and 12.7% of secondary school pupils, also reported experiencing ongoing symptoms for more than four weeks.', 'Among those who reported experiencing ongoing symptoms, the most common was “weakness / tiredness”, reported by 59.6% of previously infected staff and 46.3% of pupils. The next most common symptom for staff was “shortness of breath” (41.8%) but this was less common among pupils (20.4%).', 'Of survey respondents reporting ongoing symptoms, 15.5% of staff and 9.4% of secondary school pupils said their ability to carry out day-to-day activities had been significantly reduced.', 'The analysis is based on a sample of 432 school staff and 434 secondary school pupils with a confirmed or suspected previous COVID-19 infection. Confirmed infections are those who were positive on a lab or lateral flow test.']","[{'text': 'Read the latest bulletin from the COVID-19 Schools Infection Survey, England: Prevalence of ongoing symptoms following coronavirus (COVID-19) infection in school pupils and staff', 'link': 'https://www.ons.gov.uk/releases/covid19schoolsinfectionsurveyenglandprevalenceofongoingsymptomsfollowingcoronaviruscovid19infectioninschoolpupilsandstaff'}]",placeholder
92,https://web.archive.org/web/20210929181956/https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/articles/coronaviruscovid19/latestinsights,3.0,['28 September 2021'],"['House prices rising fastest in rural and coastal areas during the pandemic', 'Rising house prices and private rents mean that some workers are at risk of being priced out of living in rural and coastal areas, contributing to skill shortages in the tourism and hospitality industries that their local economies rely on.', 'Despite falling from a record high in June, the average UK house price (£256,000) increased by 8.0% in July 2021 compared with the previous year.', 'House prices were rising at three times the national rate in some rural and coastal areas in July, such as Conwy (25.0%), North Devon (22.5%) and Richmondshire (21.4%), continuing a trend seen during the coronavirus (COVID-19) pandemic.', 'Meanwhile, the seven areas that recorded house price falls in July were all London boroughs.', 'Low transaction numbers can lead to volatility in house price estimates in some local authorities and London boroughs. These statistics should be used with this caveat in mind.', 'Meanwhile, the RICS UK Residential Market Survey (PDF, 4.8MB) suggests that the supply of lettings is struggling to keep pace with tenant demand.', 'It could be that some landlords are trying to capitalise on domestic tourism through holiday lets, meaning fewer long-term lets for prospective tenants.', 'This is a particular issue for those looking to rent in tourist hotspots, where rates of second home ownership are much higher than average. Research suggests that many second homes have become holiday lets during the pandemic.']","[{'text': 'Read our article about coronavirus and house price growth', 'link': 'https://ons.gov.uk/economy/inflationandpriceindices/articles/housepricesintouristhotspotsincreasinglyoutofreachforyoungandlowpaid/2021-09-28'}]",placeholder
93,https://web.archive.org/web/20210929181956/https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/articles/coronaviruscovid19/latestinsights,4.0,['27 September 2021'],"['People in big households more likely to test positive for COVID-19', 'People who live in a household of three or more occupants were more likely to test positive for coronavirus (COVID-19) than those in single occupancy households.', 'Those in younger age groups were more likely to test positive than those in older age groups, according to analysis of results from the Coronavirus Infection Survey for the fortnight ending 11 September 2021.', 'Those living in more deprived areas were more likely to test positive for COVID-19 than those in less-deprived areas', 'People who had received one or two doses of a coronavirus (COVID-19) vaccine were less likely to test positive than those who were not vaccinated.', 'People who never wore a face covering in enclosed spaces had an increased likelihood of testing positive.', 'Socially distanced contact with 11 or more people aged 18 to 69 years outside the home also increased the odds of catching COVID-19.', 'Results of the analysis are presented as odds ratios. When a characteristic has an odds ratio of one, this means there is neither an increase nor a decrease in the likelihood of testing positive compared with a reference category. An odds ratio of higher than one means there is an increased likelihood of testing positive, compared with the reference category and an odds ratio of lower than one means there is a reduced likelihood.', 'In the second wave, case rates were higher in households from lower socio-economic backgrounds than in more affluent ones. In the third wave, there was little difference between socio-economic groups other than for people who had never worked or were long-term unemployed, who had the lowest rates.', 'Overall, case rates were lower among disabled people than non-disabled people.']","[{'text': 'Read the Coronavirus (COVID-19) Infection Survey technical article: analysis of populations in the UK by risk of testing positive for COVID-19', 'link': 'https://www.ons.gov.uk/releases/coronaviruscovid19infectionsurveyscreeningmodelanalysistoidentifypopulationsintheukatincreasedriskofcovid19september2021'}]",placeholder
94,https://web.archive.org/web/20211003103111/https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/articles/coronaviruscovid19/latestinsights,1.0,['1 October 2021'],"['Infection rises seen in England and Wales with fall in Scotland', 'Overall coronavirus (COVID-19) infections continued to fluctuate in England, with the positivity rate increasing in England and Wales in the week ending 25 September 2021. In Northern Ireland, the trend was uncertain in the most recent week while in Scotland, the positivity rate decreased.', 'The estimated percentage of the community population (those not in hospitals, care homes or other institutional settings) that had COVID-19 in the week ending 25 September 2021 was:', ' - 1.21% in England (1 in 85 people), compared with 1.14% (1 in 90 people) the week before', ' - 1.76% in Wales (1 in 55 people), compared with 1.67% (1 in 60 people) the week before', ' - 1.53% in Northern Ireland (1 in 65 people), compared with 1.65% (1 in 60 people) the week before', ' - 1.85% in Scotland (1 in 55 people), compared with 2.28% (1 in 45 people), the week before', 'The positivity rate in England has increased among children, with rises in the groups aged two years to school Year 6 and school Years 7 to 11 in the week ending 25 September 2021. There were also early signs of a possible increase for those aged 70 years and over. In the same week, the positivity rate decreased for those in school Year 12 to age 24 years and levelled off for those aged 35 to 69 years.', 'In England, the positivity rate increased in the North West, Yorkshire and The Humber, the East Midlands and the South West, and decreased in the North East and London in the week ending 25 September 2021. Trends were uncertain in all other English regions.']","[{'text': 'Read the latest Coronavirus (COVID-19) Infection Survey bulletin', 'link': 'https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/bulletins/coronaviruscovid19infectionsurveypilot/latest'}]",placeholder
95,https://web.archive.org/web/20211003103111/https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/articles/coronaviruscovid19/latestinsights,2.0,['1 October 2021'],"['One in four employees furloughed during the pandemic', 'One in four people (26%) who were employees during the COVID-19 (coronavirus) pandemic were furloughed at some point between March 2020 and June 2021.', 'Half of those were furloughed for more than three months and were less likely to be in employment by August 2021\u202f(89% compared with 94% of those furloughed for less than three months).', 'Of all those ever furloughed, more than one in five (22%) had switched employer and more than one in 10 (12%) moved to a new sector.', 'Employees with GCSEs as their highest qualification\u202fwere more likely to have been furloughed than employees with a degree or equivalent qualification, even after accounting for differences in individual characteristics, or their occupation or industry.', 'Current employees who had been furloughed were more likely to be on a zero-hours contract than those who were never furloughed (5% and 2% respectively).', 'Current employees who had ever been furloughed were also more likely to be looking to change their employment situation. They were more likely to be looking for a different or additional job (7% compared with 5%) and were twice as likely to report that they were looking for this work because of the coronavirus (COVID-19) pandemic (21% compared with 12%).']","[{'text': 'Read the full overview of workers who were furloughed in the UK', 'link': 'https://www.ons.gov.uk/releases/effectsoffurloughonukworkersoctober2021'}]",placeholder
96,https://web.archive.org/web/20211003103111/https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/articles/coronaviruscovid19/latestinsights,3.0,['1 October 2021'],"['One in six adults reported some form of depression in summer 2021', 'Around one in six (17%) adults aged 16 years and over in Great Britain experienced some form of depression in summer 2021 (21 July to 15 August 2021).', 'Rates of depressive symptoms peaked during the COVID-19 (coronavirus) pandemic between 27 January and 7 March 2021, when one in five (21%) experienced some form of depression.', 'The proportion of adults experiencing some form of depression in summer 2021 remained significantly higher than pre-pandemic levels (10%), and was highest among young adults, women, disabled adults, the unemployed, those who could not afford an unexpected expense of £850 and those living in the most deprived areas of England.', 'Among women aged 16 to 29, around one in three (32%) were experiencing moderate to severe depressive symptoms, compared with 20% of men of the same age.', 'Of adults experiencing some form of depression, almost three-quarters (74%) reported that the coronavirus pandemic was affecting their well-being.']","[{'text': 'Read the latest bulletin on coronavirus and depression in adults', 'link': 'https://www.ons.gov.uk/peoplepopulationandcommunity/wellbeing/articles/coronavirusanddepressioninadultsgreatbritain/latest'}]",placeholder
97,https://web.archive.org/web/20211003103111/https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/articles/coronaviruscovid19/latestinsights,4.0,['30 September 2021'],"['Motor vehicle traffic decreased by 6 percentage points', 'Motor vehicle traffic decreased by 6 percentage points on Monday 27 September 2021, the lowest volume of traffic on a non-Bank Holiday Monday since 12 July 2021.', 'The data from the Department of Transport show the volume of motor vehicles on Monday 27 September 2021 was at 95% of the level seen on the Monday of the first week in February 2020.', 'The 6 percentage point week-on-week decrease was partially driven by a 6 percentage point fall in car and light commercial vehicle traffic, to 91% and 106% of the level seen on the Monday of the of the first week in February 2020, respectively. Heavy goods vehicle traffic fell by 3 percentage points to 107%.', 'Data from Transport for London show the seasonally adjusted average count of pedestrian and cyclist traffic camera activity in London had increased by 8% in the week ending 26 September 2021 from the previous week. This brings the volume to 127% of the average level seen during the week ending 22 March 2020 just before the first UK-wide coronavirus (COVID-19) lockdown.']","[{'text': 'Read the latest bulletin on economic activity and social change in the UK', 'link': 'https://www.ons.gov.uk/economy/economicoutputandproductivity/output/bulletins/economicactivityandsocialchangeintheukrealtimeindicators/latest'}]",placeholder
98,https://web.archive.org/web/20211006121423/https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/articles/coronaviruscovid19/latestinsights,1.0,['6 October 2021'],"['Estimates show low rates of coronavirus reinfections', 'The estimated number of coronavirus (COVID-19) reinfections in the UK between July 2020 and September 2021 is low overall, and reinfections more likely to cause serious illness are even lower.', 'Analysis of the Coronavirus Infection Survey showed that between July 2020 and September 2021, the estimated rate for all reinfections was 11.8 per 100,000 participant days at risk. This includes those with a lower viral load.', 'The estimated rate for reinfections with a high viral load was 5.5 per 100,000 participant days at risk over the entire at-risk period.', 'The rate per 100,000 participant days at risk allows us to understand the rate of reinfection depending on how long participants have been ‘at risk’ of reinfection and accounts for participants having initial infection episodes and entering the ‘at-risk period’ at different times.', 'There was a higher risk of reinfection in the period after 17 May 2021 compared to the period before because the Delta variant of COVID-19 was the dominant strain.', 'Participants who had a lower viral load in their initial infection were at a higher risk of reinfection compared to participants who had a higher viral load at their initial infection.', 'The analysis includes individuals who have had at least one positive test recorded in the survey and meet our criteria for being ""at risk"" of reinfection where:', "" - 120 days has elapsed since an individual's first positive test in the survey and their most recent test result was negative"", "" - if 120 days has not passed since their first positive test in the survey, the individual's last positive test has been followed by four consecutive negative tests.""]","[{'text': 'Read the Coronavirus (COVID-19) Infection Survey, characteristics of people testing positive for COVID-19', 'link': 'https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/bulletins/coronaviruscovid19infectionsurveycharacteristicsofpeopletestingpositiveforcovid19uk/latest'}]",placeholder
99,https://web.archive.org/web/20211006121423/https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/articles/coronaviruscovid19/latestinsights,2.0,['5 October 2021'],"['UK COVID-19 deaths rise for fifteenth consecutive week', 'The number of deaths from all causes in the UK in the week ending 24 September 2021 was 12,247, 16.0% above the average for the corresponding week in 2015 to 2019.', 'Deaths were above the five-year average in England, Scotland, Wales and Northern Ireland.', 'Of all deaths registered in the week to 24 September, 1,108 involved coronavirus (COVID-19), 59 more than in the previous week, the highest number since the week ending 12 March 2021. Deaths involving COVID-19 accounted for around 1 in 11 deaths (9.0%).', 'UK total deaths include non-residents.', 'In Week 38, Northern Ireland had the highest proportion of deaths involving COVID-19 at 15.7% (55 deaths), followed by Scotland at 13.6% (165 deaths), Wales at 12.4% (88 deaths) and England at 8.0% (799 deaths).', 'Using the most up-to-date data, the total number of deaths involving COVID-19 in England and Wales is 147,741 (registrations up to 24 September 2021). Between 13 March 2020 and 24 September 2021, there have been 116,114 excess deaths above the five-year average.', 'Our data are based on deaths registered in England and Wales and include all deaths where “novel coronavirus (COVID-19)” was mentioned on the death certificate. Weekly figures are available by\u202flocal authority and health board.']","[{'text': 'Read the latest bulletin on deaths registered in England and Wales', 'link': 'https://www.ons.gov.uk/peoplepopulationandcommunity/birthsdeathsandmarriages/deaths/bulletins/deathsregisteredweeklyinenglandandwalesprovisional/latest'}]",placeholder
100,https://web.archive.org/web/20211006121423/https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/articles/coronaviruscovid19/latestinsights,3.0,['5 October 2021'],"['COVID-19 testing less important for safety among UK arrivals', 'The proportion of passengers arriving in the UK who said COVID-19 (coronavirus) testing was “very important” fell between July and August 2021.', 'Among UK residents the proportion fell from 53% to 45% and among overseas residents it fell from 61% to 54%.', 'It was the first month where less than half of UK residents interviewed felt testing was very important.', 'Over two thirds of UK and overseas residents said that the wearing of face coverings made them feel safe during their journey into the UK.']","[{'text': 'Read the latest bulletin on Attitudes towards COVID-19 among passengers travelling into and out of the UK', 'link': 'https://www.ons.gov.uk/releases/attitudestowardscovid19amongpassengerstravellingintoandoutoftheukmarch2021toaugust2021'}]",placeholder
101,https://web.archive.org/web/20211008023034/https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/articles/coronaviruscovid19/latestinsights,1.0,['7 October 2021'],"['An estimated 1.1 million in the UK experiencing long COVID', 'An estimated 1.1 million people in private households (1.7% of the total population) were experiencing self-reported long COVID as of 5 September 2021.', 'This is up from 970,000 (1.5%) at 1 August 2021, reflecting increased COVID-19 infection rates in July 2021. Of people with self-reported long COVID, 831,000 (77%) first had (or suspected they had) COVID-19 at least 12 weeks previously, and 405,000 (37%) first had (or suspected they had) COVID-19 at least one year previously. Symptoms adversely affected the day-to-day activities of around two-thirds (65%) of those with self-reported long COVID.', 'Fatigue (56%), shortness of breath (40%), loss of smell (32%) and difficulty concentrating (31%) were the most common long COVID symptoms experienced.']","[{'text': 'Read the latest bulletin on the prevalence of ongoing symptoms following coronavirus (COVID-19) infection in the UK', 'link': 'https://www.ons.gov.uk/releases/prevalenceofongoingsymptomsfollowingcoronaviruscovid19infectionintheuk7october2021'}]",placeholder
