,page,roundup,bulletin_url,bulletin_mps,rougef1,len_ratio
34,https://web.archive.org/web/20210326073901/https://www.ons.gov.uk/economy/economicoutputandproductivity/output/articles/ukeconomylatest/2021-01-25,"Employee growth has fallen more sharply in younger age groups
Early estimates for February 2021 indicate that there were 28.3 million payrolled employees, a fall of 2.4% or 693,000 people, compared with the same period of the previous year.
Of the 693,000 decrease in payrolled employees between February 2020 and February 2021, 437,000 (63.1%) were younger than 25.
Since February 2020, annual employee growth has fallen to negative 35.1% for those aged under 18 years and negative 8.3% for those aged 18 to 24 years. These two groups have had the largest falls in employees in relative terms since the onset of the coronavirus (COVID-19) pandemic.
Analysis
",https://www.ons.gov.uk/employmentandlabourmarket/peopleinwork/earningsandworkinghours/bulletins/earningsandemploymentfrompayasyouearnrealtimeinformationuk/march2021,"Early estimates for February 2021 indicate that the number of payrolled employees fell by 2.4% compared with February 2020, which is a fall of 693,000 employees.
In February 2021, 68,000 more people were in payrolled employment when compared with January 2021.
Early estimates for February 2021 indicate that median monthly pay increased by 3.9%, compared with the same period of the previous year.
Of the 693,000 decrease in payrolled employees between February 2020 and February 2021, 437,000 (63.1%) were younger than 25 years.
Annual growth in payrolled employees in February 2021 was the highest in Cornwall and Isles of Scilly (a fall of 0.6%) and lowest in Inner London East (a fall of 6.1%).
Annual pay growth in the UK for employees was highest at the 10th percentile (positive 7.7%) and lowest at the 75th percentile (positive 4.1%) in the three months to January 2021.
The increase in payrolled employees between February 2020 and February 2021 was largest in the health and social work sector (a rise of 132,000 employees) and smallest in the accommodation and food services sector (a fall of 368,000).
Annual growth in median pay for employees in February 2021 was highest in the health and social work sector (an increase of 6.8%) and lowest in the accommodation and food services sector (a decrease of 7.7%).
",0.2878228734657753,2.009104704097117
21,https://web.archive.org/web/20210225025520/https://www.ons.gov.uk/economy/economicoutputandproductivity/output/articles/ukeconomylatest/2021-01-25,"Employee growth has fallen more sharply in younger age groups
Early estimates for January 2021 indicate that there were 28.3 million payrolled employees, a fall of 2.5% or 730,000 people, compared with the same period of the previous year.
In January 2021, 726,000 fewer people were in payrolled employment when compared with February 2020. Of the 726,000 decrease in payrolled employees between February 2020 and January 2021, 425,000 (58.5%) were younger than 25.
Since February 2020, annual employee growth has fallen to negative 33.2% for those aged under 18 years and negative 8.5% for those aged 18 to 24 years. These two groups have had the largest falls in employees in relative terms since the onset of the coronavirus (COVID-19) pandemic.
",https://www.ons.gov.uk/employmentandlabourmarket/peopleinwork/earningsandworkinghours/bulletins/earningsandemploymentfrompayasyouearnrealtimeinformationuk/february2021,"The number of payrolled employees in the UK in December 2020 fell by 2.7% compared with the same period of the previous year.
Early estimates for January 2021 indicate that the number of payrolled employees fell by 2.5% compared with January 2020, which is a fall of 730,000 employees.
In January 2021, 726,000 fewer people were in payrolled employment when compared with February 2020.
In January 2021, 83,000 more people were in payrolled employment when compared with December 2020.
Median monthly pay increased by 5.0% in December 2020 compared with the same period of the previous year.
Early estimates for January 2021 indicate that median monthly pay increased by 4.0% compared with the same period of the previous year.
Of the 726,000 decrease in payrolled employees between February 2020 and January 2021, 425,000 (58.5%) were younger than 25.
Annual growth in payrolled employees in January 2021 was the highest in Cornwall and Isles of Scilly (a fall of 0.4%) and lowest in Inner London (East) (a fall of 6.1%).
Annual growth in median pay for employees in January 2021 was highest in Wales (an increase of 5.2%) and lowest in the South East (an increase of 3.4%).
Annual pay growth in the UK for employees was highest at the 10th percentile (positive 7.6%) and lowest at the 75th percentile (positive 4.2%) in the three months to December 2020, for the percentiles we have analysed.
The increase in payrolled employees between February 2020 and January 2021 was largest in the health and social work sector (a rise of 104,000 employees) and smallest in the accommodation and food services sector (a fall of 345,000).
Annual growth in median pay for employees in January 2021 was highest in the health and social work sector (an increase of 6.2%) and lowest in the accommodation and food services sector (a decrease of 6.7%).
",0.2984126937433107,2.45260347129506
133,https://web.archive.org/web/20220109210730/https://www.ons.gov.uk/economy/economicoutputandproductivity/output/articles/ukeconomylatest/2021-01-25,"Regional wealth inequality widened in Great Britain
Between April 2018 and March 2020, average (median) wealth among individuals in the South East of England (£236,000) was £157,000 higher than in the North East (£79,000).
Download the data for mean and median total individual wealth, Great Britain (XLSX, 13KB)
This gap was almost twice as high as in July 2010 to June 2012 (£80,000 in nominal terms or £92,000 after adjusting for inflation).
For the average respondent in the South East of England, 33% of their wealth came from property compared with just 20% in the North East.
A similar picture is seen in average household wealth.
Household median wealth was highest in the South East at £503,400, having risen 43% since 2006 (after adjusting for inflation); it was lowest in the North East at £168,500.
The regions with the lowest median household wealth (North East and Scotland) saw a decrease in wealth compared with the previous period, of 7% and 12% respectively after adjusting for inflation.
🠕 Back to the top
",https://www.ons.gov.uk/releases/totalwealthingreatbritainapril2018tomarch2020,"In April 2018 to March 2020:
Median household net wealth in Great Britain was £302,500, a marginal increase on the previous period but a 20% increase compared with July 2006 to June 2008, after adjusting for inflation.
The wealth of the richest 1% of households was more than £3.6 million, compared with £15,400 or less for the least wealthy 10%; wealth inequality as measured by the Gini coefficient has remained stable over the last 14 years.
Median wealth was highest for households whose head was aged 55 years to under State Pension age (£553,400); the wealth of this group was 25 times higher than those aged 16 to 24 years.
Household median wealth was highest in the South East at £503,400, having risen 43% since 2006 (after adjusting for inflation); wealth was lowest in the North East at £168,500.
Regions with the lowest median household wealth (North East and Scotland) saw a decrease in wealth compared with the previous period, of 7% and 12% respectively after adjusting for inflation; London also experienced a large decrease of 8% while the East and West Midlands saw the largest growth, at 14% and 13% respectively.
Looking at economic status, households where the head was retired were the wealthiest group (£489,300); they also had lower expenditure and more stable primary income source, as such were more likely to withstand impacts to household finances resulting from the coronavirus (COVID-19) pandemic. 
",0.30352303042603984,1.3941463414634145
12,https://web.archive.org/web/20210212095252/https://www.ons.gov.uk/economy/economicoutputandproductivity/output/articles/ukeconomylatest/2021-01-25,"CHAPS spending rose by 8 percentage points to 24% below February 2020 average
Clearing House Automated Payment System (CHAPS) debit and credit card purchases increased by 8 percentage points from last week to 24% below their February 2020 average.
In the week ending 4 February 2021, the increase in aggregate debit and credit card purchases from the Bank of England’s CHAPS payments data was driven by rises in all four consumption categories: “staples”, “work-related”, “delayable” and “social”.
In the latest week, card spending on “staples”, which normally rises around the turn of the month, was 13% higher than the February 2020 average. On the other hand, “delayable”, “social” and “work-related” purchases were 40%, 43% and 38% respectively below average levels seen in February 2020.
The proportion of UK businesses’ workforce on furlough leave increased from 11% in early December 2020 to 18% in mid-January 2021.
This is considerably lower than during the first national lockdown, when comparable estimates suggested that 30% of businesses’ workforce were on furlough leave in June 2020 and unweighted estimates showed 31% on furlough in April 2020.
According to exactEarth, there was an average of 275 daily ship visits in the week ending 7 February 2021, a decrease from the previous week (290) and lower than the same period a year ago (389), but still a return to pre-Christmas levels.
",https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/bulletins/coronavirustheukeconomyandsocietyfasterindicators/11february2021,"According to the indicator derived from the Bank of England’s Clearing House Automated Payment System (CHAPS) data, aggregate debit and credit card purchases increased by 8 percentage points from the previous week to 24% below their February 2020 average, with rises in all four individual category levels. See Section 3.
According to the Business Impact of Coronavirus (COVID-19) Survey (BICS), 18% of the workforce of all UK businesses were on furlough leave in Wave 23, similar to 17% in the previous wave but considerably lower than during the first national lockdown at 31% in early June 2020. See Section 4.
According to the latest Opinions and Lifestyle Survey (week ending 7 February 2021), the proportion of working adults in Great Britain who in the last seven days travelled to work (either exclusively or in combination with working from home) remained similar to the previous week at 47%. See Section 5.
According to exactEarth, there was an average of 275 daily ship visits in the week ending 7 February 2021, a decrease from the previous week (290) and lower than the same period a year ago (389), but still a return to pre-Christmas levels. See Section 6.
According to Value Added Tax (VAT) returns, in January 2021 there were 20,510 new VAT reporters, which is above the level in January 2020 of 20,190 but below the 2015 to 2019 average of 20,908. See Section 7.
According to VAT returns, in December 2020, slightly more UK firms reported decreasing turnover than increasing turnover when compared with November 2020. See Section 7.
According to Springboard, retail footfall remains low when compared with its level on the same day of last year, with Greater London, the East Midlands and Scotland generally seeing the weakest daily footfall volumes compared with other regions in the latest week. See Section 8.
According to Companies House, in the week to 5 February 2021, there were 5,659 voluntary dissolution applications; this is lower than the level recorded in the same week of 2020 but, for the first time this year, higher than the same period in 2019. See Section 9.
According to Adzuna, in the week ending 5 February 2021, the volume of UK online job adverts increased slightly by 2 percentage points to 80% of the level seen in the same week last year. See Section 10.
The overall price of items in the food and drink basket was broadly unchanged, with the “milk, cheese and eggs” category increasing by 0.7% compared with the previous week. See Section 11.
According to Department for Transport (DfT) non-seasonally adjusted road traffic data, on Monday 8 February 2021, the volume of all motor vehicle traffic decreased by 6 percentage points from the previous week to 60% of the levels seen on the equivalent day of the first week of February last year; this was driven by falls in all three categories of motor vehicle traffic. See Section 12.
",0.3129251655900898,2.054960742326909
38,https://web.archive.org/web/20210413063033/https://www.ons.gov.uk/economy/economicoutputandproductivity/output/articles/ukeconomylatest/2021-01-25,"Retail footfall in the UK and traffic in London increased as coronavirus restrictions ease
Average daily traffic camera activity in London increased in the week ending 4 April 2021 compared with average levels seen in the two weeks immediately prior to the March 2020 lockdown. Motorbikes increased to 123%, pedestrians and cyclists increased to 109%, and cars increased to 103%. This rise coincides with the easing of restrictions in England.
In the week to 3 April 2021, UK retail footfall increased by 9% compared with the previous week to 51% of the level seen in the same week in 2019, with footfall at retail parks fairing much stronger than at shopping centres and high streets.
Meanwhile, in the week to 1 April 2021, the aggregate Clearing House Automated Payment System (CHAPS)-based indicator of debit and credit card purchases increased by 10 percentage points compared with the previous week to 88% of its February 2020 average. However, this increase was partly driven by the usual increase in “staples” (essential goods such as food and utilities) seen around the turn of the month, as well as a continued increase since early 2021 in the value of CHAPS payments received by large UK corporates from their credit and debit card processors.
",https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/bulletins/coronavirustheukeconomyandsocietyfasterindicators/8april2021,"This week's bulletin (8 April) is reduced because of the Easter bank holiday weekend. Datasets are still available, but our analysis is reduced. Content will be included as normal from next week's release (15 April).
This week, we are not able to publish the weekly online price change for a selection of food and drink products because of data processing challenges over the Easter bank holiday. We will resume publication of these data in next week's release, which will also include the missing data from this week.  
In the week to 1 April 2021, the aggregate Clearing House Automated Payment System (CHAPS)-based indicator of debit and credit card purchases increased by 10 percentage points from the previous week to 88% of its February 2020 average. This increase was partly driven by the usual increase in ""staples"" (essential goods such as food and utilities) seen around the turn of the month, as well as a continued increase since early 2021 in the value of CHAPS payments received by large UK corporates from their credit and debit card processors (Bank of England's CHAPS data).
The percentage of businesses currently trading has increased gradually from 71% in early January 2021 to 75% in late March 2021, according to the final results of Wave 27. This is a similar level to that seen in July 2020, but lower than the 84% seen in mid-December 2020 (Business Insights and Conditions Survey (BICS)).
Out of the 94% of adults who reported that they had left their home in the last seven days, the proportion that did so to shop for things other than food or medicine remained low at 14% in the week ending 4 April (Opinions and Lifestyle Survey (OPN)).
In the week to 3 April 2021, UK retail footfall increased by 9% compared with the previous week to 51% of its level in the equivalent week of 2019. Footfall was strongest at retail parks, standing at 85% of its level in the equivalent week of 2019 (Springboard).
Total UK online job adverts were at 97% of their February 2020 average level on Thursday 1 April 2021, only a slight increase from Friday 26 March 2021. Across all regions, job adverts either increased or remained broadly unchanged when compared with the previous week, apart from in Scotland, where they fell slightly by 1 percentage point (Adzuna).
On Monday 5 April 2021, the volume of all motor vehicle traffic decreased by 24 percentage points to 60% of the volume seen on the first Monday of February 2020. Note that Monday 5 April 2021 was a bank holiday (Easter Monday) and that a decrease in the volume of road traffic on this day is consistent with previous bank holidays (Department for Transport (DfT)).
Average daily traffic camera activity in London for motorbikes, pedestrians and cyclists, and cars in the week ending 4 April 2021 increased to 123%, 109% and 103% respectively of their average levels seen in the two weeks immediately prior to the March 2020 lockdown. This rise in activity in the latest week coincides with the easing of England restrictions which came into effect on 29 March 2021 and the Easter weekend (Transport for London).
In February 2021, the average sensor counts of vehicles over 11.66m in length (for example, larger lorries and coaches) on the Strategic Roads Network around English ports increased by 5 percentage points to 1% above their February 2020 level. This follows the recent dip seen in January 2021 (Highways England).
In the week to 4 April 2021, the average number of daily ship visits remained unchanged from the previous week at 356, whereas the average number of daily cargo and tanker ship visits decreased by 6% over this period to 101 visits (exactEarth).
There were 15,069 company incorporations in the UK in the week to 2 April 2021, an 11% decrease from the previous week and the lowest level recorded in 2021 to date. The main reason for this lower volume is the impact of the Easter bank holiday, as we are comparing a four-day working week with a five-day working week. Therefore, caution should be taken when interpreting this week's data (Companies House).
There were 5,170 voluntary dissolution applications in the UK in the week to 2 April, a 14% decrease from the previous week and the lowest level seen since the week ending 22 January 2021. As for incorporations, the same caution should be taken when interpreting this week's data for voluntary dissolutions (Companies House).

!

Results presented throughout this bulletin are experimental and may be subject to revision. 



",0.31565967590002453,3.5737051792828685
1,https://web.archive.org/web/20210126034402/https://www.ons.gov.uk/economy/economicoutputandproductivity/output/articles/ukeconomylatest/2021-01-25,"Highest December borrowing since records began in 1993
The December 2020 public sector finance figures reflect the ongoing unprecedented impact of the coronavirus (COVID-19) lockdown and the government’s support for individuals and businesses.
UK public sector borrowing in December 2020 was £34.1 billion, the highest December figure since monthly records began in 1993.
Borrowing makes up the shortfall between the spending of the government and other public sector organisations and their income, such as tax receipts.
In December 2020, central government bodies spent £86.2 billion on their day-to-day activities, £26.1 billion more than a year earlier. This increase was in part because of the additional £10.0 billion cost of the job furlough schemes.
Central government tax receipts were £43.6 billion in December 2020, £1.4 billion less than in December 2019, with falls in many taxes affected by the pandemic such as Value Added Tax (VAT) and Business Rates.
Between April and December 2020, the public sector has borrowed £270.8 billion, £212.7 billion more than in the same period a year ago. The independent Office for Budget Responsibility has estimated borrowing could reach £393.5 billion by the end of the financial year (March 2021).
The recent substantial increase in UK borrowing has led to a sharp increase in public sector net debt.
UK public sector net debt increased by £333.5 billion in the first nine months of the financial year and currently stands at £2.1 trillion or 99.4% of gross domestic product (GDP) – a level not seen since the early 1960s.
",https://www.ons.gov.uk/economy/governmentpublicsectorandtaxes/publicsectorfinance/bulletins/publicsectorfinances/december2020,"Public sector net borrowing (excluding public sector banks, PSNB ex) is estimated to have been £34.1 billion in December 2020, £28.2 billion more than in December 2019, which is both the highest December borrowing and the third-highest borrowing in any month since monthly records began in 1993.
Central government tax receipts are estimated to have been £43.6 billion in December 2020 (on a national accounts basis), £1.4 billion less than in December 2019, with notable falls in taxes on production such as Value Added Tax (VAT) and Business Rates.
Central government bodies are estimated to have spent £86.2 billion on day-to-day activities (current expenditure) in December 2020, £26.1 billion more than in December 2019; this growth includes £10.0 billion additional expenditure on coronavirus job support schemes.
Public sector net borrowing (PSNB ex) in the first nine months of this financial year (April to December 2020) is estimated to have been £270.8 billion, £212.7 billion more than in the same period last year and the highest public sector borrowing in any April to December period since records began in 1993.
Public sector net debt excluding public sector banks (PSND ex) rose by £333.5 billion in the first nine months of the financial year to reach £2,131.7 billion at the end of December 2020, or around 99.4% of GDP; this was the highest debt to GDP ratio since the financial year ending 1962.
Central government net cash requirement (excluding UK Asset Resolution Ltd and Network Rail) was £33.4 billion in December 2020, bringing the current financial year-to-December total to £318.1 billion, nearly double the highest cash requirement in any other April to December period since records began in 1984.
General government net borrowing in the first nine months of this financial year (April to December 2020) is estimated to have been around 12.7% of GDP, while general government gross debt stood at around 102.9% of GDP at the end of December 2020; statistics for the general government sector are used for international comparisons and include central and local government only.
",0.31622176093148774,1.3375634517766497
27,https://web.archive.org/web/20210312132819/https://www.ons.gov.uk/economy/economicoutputandproductivity/output/articles/ukeconomylatest/2021-01-25,"Average vehicle speeds around ports fell by 4 mph in December 2020
Average vehicle speeds on Strategic Roads Network (SRN) roads around Dover fell by 4 miles per hour in December 2020 but returned to pre-Christmas levels in January 2021.
According to Highways England, average vehicle speeds around Hull fell by 7 mph from August to October 2020 and have remained at the lower level since then. Portsmouth also saw a fall – although a month later from September to October 2020 – of 3 mph and has also remained low.
The chart shows the average speeds around a selection of ports. The disparity in speeds is likely accounted for by the different geographies and road types around the ports.
The volume of all motor vehicle traffic saw a weekly increase of 4 percentage points to 77% of the level seen on the first week in February 2020 on Monday 8 March 2021, according to the Department for Transport (DfT). This was driven by increases for all three vehicle types, including cars, light commercial vehicles, and heavy good vehicles.
The seven-day average of all daily ship visits was 350 in the week ending 7 March 2021, an increase of 2% from the previous week. This continues a strong upward trend since the beginning of the year and is the highest number of visits seen since September 2020. This figure from exactEarth was still lower than the same period a year ago though, by 15%.
Analysis|Data
",https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/bulletins/coronavirustheukeconomyandsocietyfasterindicators/11march2021,"In December 2020, average vehicle speeds on Strategic Roads Network roads around Dover fell by 4 miles per hour (mph) but returned to pre-Christmas levels in January 2021 (Highways England). See Section 4.
On Monday 8 March 2021, the volume of all motor vehicle traffic saw a weekly increase of 4 percentage points to 77% of the level seen on the first week in February 2020; this was driven by increases for all three vehicle types (Department for Transport (DfT)). See Section 5.
In the week to 4 March 2021, the aggregate Clearing House Automated Payment System (CHAPS)-based indicator of debit and credit card purchases increased by 10 percentage points from the previous week to 83% of its February 2020 average; this can in part be attributed to a usual rise in “staples” around the turn of the month (Bank of England’s CHAPS data). See Section 6.
There were 20,160 new Value Added Tax (VAT) reporters in the UK in February 2021, a decrease from 20,510 in January 2021; this is also lower than the number seen in February 2020 (22,100), and the 2015 to 2019 longer-term average of 20,908 (VAT returns). See Section 7.
In January 2021, a net 7% of 32,380 firms reported a fall in turnover compared with January 2020 (VAT returns). See Section 7.
The proportion of the workforce of UK businesses (excluding those permanently ceased trading) on furlough remains broadly unchanged from the previous wave at 19% (Business Insights and Conditions Survey (BICS)). See Section 8.
There were 19,104 company incorporations in the UK in the week to 5 March 2021, 44% higher than the equivalent week of 2020, and the highest number registered since the beginning of 2019 (though the high level can in part be attributed to a backlog of applications) (Companies House). See Section 10.
There were 6,808 voluntary company dissolution applications in the UK in the week to 5 March 2021; this is 26% and 32% higher than the levels observed in the equivalent week of 2020 and 2019, respectively (though the high level can in part be attributed to a backlog of paper applications) (Companies House). See Section 10.
The seven-day average of all daily ship visits was 350 in the week ending 7 March 2021, an increase of 2% from the previous week but 15% lower than the same period a year ago (exactEarth). See Section 11.
UK retail footfall volumes in the week to 6 March 2021 stood at 42% of their level in the equivalent week of 2020; daily footfall at retail parks continues to outperform that at shopping centres and high streets relative to its level in the same period last year (Springboard). See Section 12.
UK online job adverts in the week ending 5 March 2021 were 85% of the level seen in the same week last year, similar to the proportion seen in the previous week (Adzuna). See Section 13.
",0.31666666197088894,1.9900142653352353
51,https://web.archive.org/web/20210505204422/https://www.ons.gov.uk/economy/economicoutputandproductivity/output/articles/ukeconomylatest/2021-01-25,"GDP saw growth in every region and country in the UK in Quarter 3 (July to Sept) 2020 but remained below pre-pandemic levels
In Quarter 3 (July to Sept) 2020, GDP across all countries in the UK grew as lockdown restrictions were eased, following record contractions in Quarter 2. GDP growth in Quarter 3 in England (17.2%) exceeded the UK average of 16.9%, while the growth rates in Scotland, Northern Ireland and Wales were 15.8%, 15.4% and 14.4% respectively.
It should be noted that estimates for Scotland and Northern Ireland are taken from the second estimate of Quarter 3 published on 17 February 2021 by the Scottish Government and the Northern Ireland Statistics and Research Agency (NISRA) initial estimate of Quarter 3 published 14 January 2021.
All nine English regions experienced growth in Quarter 3 2020 with the fastest growth seen in the South West (19.9%). London had the lowest growth rate of the English regions (13.3%) in Quarter 3 2020 after experiencing the smallest decrease in growth rate in Quarter 2 (Apr to June) 2020.
When compared with the same period a year ago, GDP in Quarter 3 2020 was lower for all regions and despite renewed growth, UK GDP fell by 7.5%. The largest decrease in GDP was the West Midlands (11.3%), while Northern Ireland experienced the smallest decrease of 2.9%.
",https://www.ons.gov.uk/economy/grossdomesticproductgdp/bulletins/gdpukregionsandcountries/julytoseptember2020,"All countries and regions of the UK experienced double-digit percentage growth in gross domestic product (GDP) between Quarter 2 (Apr to June) 2020 and Quarter 3 (July to Sept) 2020; despite this growth GDP in all regions remained lower than a year ago.
In Quarter 3 2020, all four countries in the UK showed positive quarter-on-quarter growth; England increased by 17.2%, followed by Scotland which grew by 15.8%, Northern Ireland by 15.4% and Wales by 14.4%.
Of the nine English regions, the largest positive growth in Quarter 3 2020 was the South West which grew by 19.9%, whilst the smallest growth came from London, at 13.3%.
The West Midlands showed the largest annual fall in GDP in Quarter 3 2020 when compared with the same quarter a year earlier, at negative 11.3%; Northern Ireland and the North West showed the smallest annual declines at negative 2.9% and 4.2% respectively.
As part of our ongoing commitment to continuously improve the methodologies which underpin our statistics, we have undertaken work to enhance the accuracy of our industry estimates within our published regions; for more information see Section 7: Measuring the data.
Estimates for Scotland are taken from the second estimate of Quarter 3 published on 17 February 2021 by the Scottish Government and those for Northern Ireland from Northern Ireland Statistics and Research Agency (NISRA) initial estimate of Quarter 3 published 14 January 2021. Note that, processing of data can result in very small rounding differences between estimates.
",0.3192488213229298,1.1612167300380227
97,https://web.archive.org/web/20210922224831/https://www.ons.gov.uk/economy/economicoutputandproductivity/output/articles/ukeconomylatest/2021-01-25,"One year on, the effect of Eat Out to Help Out increases the August 12-month inflation rate
In August 2020, both Eat Out to Help Out (EOHO) and to a lesser extent the Value Added Tax (VAT) cut drove down the price of eating out in restaurants, hotels and cafés. In August 2021, these prices had increased. This means that when making year-on-year comparisons there is a large difference. The result is a high inflation rate. This is known as a base effect. The chart illustrates the extent to which the EOHO scheme impacted the overall inflation rate.
In August 2021, this base effect partly caused the Consumer Prices Index including owner occupiers’ housing costs (CPIH) to reach 3.0%. This is up from 2.1% in July and is the largest increase ever recorded in the CPIH National Statistic 12-month inflation rate series, which began in January 2006, although this effect is likely to be temporary. The Consumer Prices Index (CPI) also rose in the same period, this time to 3.2%. This effect is unlikely to be present after August 2021.
The contribution from restaurants and hotels increased in August 2021. This is the largest contribution that this division has ever made to the CPIH annual rate. Other upward contributions to the CPIH 12-month inflation rate came from transport, with further large upward contributions from restaurants and hotels, housing and household services, and recreation and culture.
🠕 Back to the top
",https://www.ons.gov.uk/releases/consumerpriceinflationukaugust2021,"The Consumer Prices Index including owner occupiers' housing costs (CPIH) rose by 3.0% in the 12 months to August 2021, up from 2.1% in the 12 months to July.
The increase of 0.9 percentage points is the largest increase ever recorded in the CPIH National Statistic 12-month inflation rate series, which began in January 2006; however, this is likely to be a temporary change.
The largest upward contribution to change is a base effect, because, in part, of discounted restaurant and café prices in August 2020 resulting from the government's Eat Out to Help Out scheme and, to a lesser extent, reductions in Value Added Tax (VAT) across the same sector.
The largest upward contribution to the August 2021 CPIH 12-month inflation rate came from transport (0.87 percentage points) with further large upward contributions from restaurants and hotels (0.65 percentage points), housing and household services (0.65 percentage points), and recreation and culture (0.28 percentage points).
CPIH increased by 0.6% on the month in August 2021, compared with a fall of 0.3% in August 2020.
Restaurants and hotels, recreation and culture, and food and non-alcoholic beverages made the largest upward contributions to the change in the CPIH 12-month inflation rate between July and August 2021.
The Consumer Prices Index (CPI) rose by 3.2% in the 12 months to August 2021, up from 2.0% in July: the increase of 1.2 percentage points is the largest ever recorded increase in the CPI National Statistic 12-month inflation rate series, which began in January 1997; this is likely to be a temporary change.
On a monthly basis, CPI increased 0.7% in August 2021, compared with a fall of 0.4% in August 2020.
Football admissions became available in August 2021, meaning that there are no more CPIH items identified as unavailable because of lockdown restrictions.
",0.32653060725849836,1.2916083916083916
53,https://web.archive.org/web/20210512105154/https://www.ons.gov.uk/economy/economicoutputandproductivity/output/articles/ukeconomylatest/2021-01-25,"Cars drive increase in trade with the EU, but levels remain lower than December
Exports and imports of goods with the EU increased by £1.0 billion (8.6%) and £0.8 billion (4.5%) respectively in March 2021, both driven by cars. Following record falls in January, the rises in EU exports and imports continue the partial rebounds seen in February.
Trade with non-EU countries also increased in March, with imports up £1.5 billion (8.4%), mainly from clothing. Exports increased by £1.3 billion (9.9%), and just as with EU trade, it was driven by cars.
Data download
Total imports and exports of goods were £13.8 billion (11.7%) and £11.8 billion (13.9%) lower respectively in Quarter 1 (Jan to Mar) 2021 than in the same period in 2018, before the pandemic and previous notable EU exit dates.
Quarter 1 2021 is the first quarter since records began in January 1997 where imports of goods from the EU are lower than non-EU countries.
",https://www.ons.gov.uk/economy/nationalaccounts/balanceofpayments/bulletins/uktrade/march2021,"Exports and imports of goods with the EU, excluding precious metals, increased by £1.0 billion (8.6%) and £0.8 billion (4.5%) respectively in March 2021; both driven by cars.
Imports of goods from non-EU countries, excluding precious metals, increased by £1.5 billion (8.4%) in March 2021; mainly driven by imports of clothing.
Exports of goods to non-EU countries, excluding precious metals, increased by £1.3 billion (9.9%) in March 2021; mainly driven by exports of cars.
In Quarter 1 (Jan to Mar) 2021, total imports of goods, excluding precious metals, were £14.5 billion (12.3%) lower than Quarter 4 (Oct to Dec) 2020, and is the first quarter since records began in January 1997 that imports of goods from non-EU countries are higher than from EU countries.
In Quarter 1 2021, total exports of goods, excluding precious metals, were £7.0 billion (8.7%) lower than Quarter 4 2020.
In Quarter 1 2021, the total trade deficit, excluding precious metals, narrowed by £8.4 billion to £1.4 billion.
In Quarter 1 2021, trade in services imports were £13.4 billion (27.9%) lower than Quarter 1 2020, while exports were £10.4 billion (14.0%) lower.
",0.3367003317049281,1.2320085929108486
